CustomerID,Name,Address,Occupation,Gender,Age,MaritalStatus,CreditScore,PolicyHistory,CustomerSegment,PreferredCommunication,RiskTolerance,PropertyTypeID,PropertyType,AgeOfProperty,ConstructionMaterial,PropertySize,LocationID,City,Region,Postcode,ClaimID,PolicyID,DateID,ClaimAmount,ClaimType,ResolutionTime,ThresholdID,TotalClaimsThreshold,PropertyTypeThreshold,RegionThreshold
1451,Dr. Jacqueline Jennings,"45597 Peter Station, Thomasville, OK 12803",Artist,Male,36,Single,688,10,High Networth,Telephone,Medium,1,Terrace,4,Concrete,Medium,2,Sheffield,South,16317,1451,107,463,25811.238340715023,Home,19,1451,21,53,43
1452,William Jones,"90892 Bernard Trafficway Apt. 429, Lake Janice, MH 76151",Lawyer,Male,43,Single,379,4,High Networth,Mail,Medium,1,Detach,33,Steel,Medium,7,Manchester,West,58542,1452,200,16,32644.800181885228,Travel,20,1452,9,23,32
1453,John Miller,"42726 Padilla Hollow, Meganberg, MA 89938",Lawyer,Female,48,Widowed,438,8,High Networth,Mail,Medium,4,Detach,22,Brick,Small,6,Glasgow,Central,41298,1453,322,941,40381.6131431109,Life,13,1453,78,92,87
1454,Jennifer Curtis,"PSC 7728, Box 2597, APO AE 53271",Engineer,Female,66,Divorced,809,7,Individual,Email,Medium,1,Detach,17,Concrete,Large,9,Leeds,South,86265,1454,852,799,29454.387318767305,Home,3,1454,43,87,18
1455,Robert Hood,"PSC 9457, Box 2103, APO AP 56760",Lawyer,Male,59,Widowed,605,5,High Networth,In Person,Low,2,Terrace,13,Wood,Medium,9,Glasgow,South,15818,1455,948,1072,46230.21427392724,Travel,11,1455,33,64,58
1456,Vanessa Kelley,"3719 Mitchell Views, West Raymond, AS 99049",Engineer,Other,42,Married,568,9,High Networth,Mail,Medium,2,Detach,35,Wood,Medium,6,Glasgow,Central,14982,1456,226,259,15921.567611777293,Auto,22,1456,42,59,6
1457,Elizabeth Simon,"78761 John Drives, Stephanieton, AK 69980",Artist,Other,26,Widowed,434,10,High Networth,Telephone,High,1,Single,8,Concrete,Small,6,Sheffield,Central,40451,1457,767,195,1496.4976306585454,Home,25,1457,73,8,74
1458,Michael Reed,"9015 Krista Courts, New Andrew, VI 37820",Artist,Other,18,Single,474,6,Individual,Telephone,High,4,Detach,41,Wood,Medium,10,Glasgow,West,23445,1458,896,830,33215.05395787985,Health,21,1458,12,38,24
1459,William Hodges,"75273 Hodges Street Apt. 681, North Lindsey, MI 98074",Teacher,Other,39,Widowed,547,5,Business,Email,High,4,Detach,6,Brick,Medium,2,Liverpool,Central,51161,1459,416,363,41149.01166950531,Life,2,1459,76,18,6
1460,Mr. Jeffrey Gibson MD,"7931 Joann Key Suite 876, Wilsonstad, AK 22141",Doctor,Male,23,Divorced,473,3,Individual,Email,High,2,Detach,30,Concrete,Medium,3,Liverpool,West,96034,1460,350,791,19285.07598536474,Travel,27,1460,62,4,75
1461,Thomas Thompson,"09214 Chase Overpass, Franktown, NJ 86214",Artist,Other,18,Divorced,663,1,Family,Mail,Medium,2,Terrace,30,Steel,Large,6,Leeds,West,72713,1461,655,310,9731.187903870801,Travel,19,1461,88,65,60
1462,Julie Monroe,"9779 Gregory Lights Suite 386, Carlosville, CO 99040",Artist,Male,68,Single,692,10,Business,Email,Low,4,Flat,23,Concrete,Small,6,Birmingham,Central,55970,1462,791,720,31158.4313844978,Health,14,1462,46,77,98
1463,Nicole Gonzalez,"4510 Michaela Road, Lake Petermouth, MN 52575",Teacher,Female,54,Married,358,10,Individual,Telephone,High,3,Flat,1,Wood,Medium,1,Leeds,East,81834,1463,102,685,7156.466662213288,Travel,26,1463,35,9,75
1464,Brandon Baird,"615 Smith Knoll Apt. 640, South Anthonyshire, AR 09187",Engineer,Female,39,Single,763,1,Family,Email,Medium,1,Flat,50,Brick,Medium,7,Birmingham,North,55767,1464,336,222,11899.022139567955,Health,3,1464,96,53,77
1465,Elizabeth Wade,"21367 Davis Haven, South Johnshire, MA 04967",Teacher,Male,22,Divorced,707,1,Individual,In Person,High,4,Single,22,Brick,Medium,10,Manchester,Central,13678,1465,995,85,3940.491274174181,Travel,20,1465,82,63,47
1466,Kristina Powell,"267 Tiffany Villages Apt. 108, Port Tina, CT 02205",Teacher,Other,35,Married,411,10,Individual,In Person,Medium,4,Single,46,Brick,Large,8,Manchester,South,12148,1466,940,443,9547.766705301805,Life,13,1466,79,75,13
1467,Christopher Brown,"0826 Roy Hollow, Lake Tammytown, VA 65453",Engineer,Female,24,Married,808,3,Business,Mail,Medium,4,Single,39,Brick,Small,3,Birmingham,North,98226,1467,159,805,49426.20319919249,Life,7,1467,60,79,99
1468,Thomas Morgan,"8294 Logan Fall, West Zacharymouth, KY 12807",Lawyer,Male,46,Married,556,7,Individual,In Person,High,2,Flat,42,Steel,Small,6,Edinburgh,West,03893,1468,464,370,10879.828820029614,Health,7,1468,5,54,17
1469,Brett Johnson,"66470 Middleton Grove, Lake Michelle, VI 93479",Lawyer,Female,47,Single,500,9,High Networth,Telephone,High,3,Flat,9,Brick,Small,2,Bradford,East,67511,1469,999,883,41989.94848161057,Life,2,1469,17,17,53
1470,Gabrielle Rivera,"984 Oconnor Stream Suite 360, North Stevenview, SC 69597",Lawyer,Other,43,Married,760,10,High Networth,In Person,High,3,Flat,39,Wood,Large,8,London,North,28730,1470,281,664,20327.221257159505,Health,8,1470,83,70,49
1471,Brian Alexander,"61649 Jonathan Forge, Erikfurt, MH 47526",Doctor,Female,49,Divorced,494,6,Business,In Person,Medium,2,Flat,10,Concrete,Large,4,Sheffield,Central,07698,1471,970,296,37125.3558551863,Travel,3,1471,49,88,14
1472,Sarah Torres,"USS Watkins, FPO AP 81733",Lawyer,Male,62,Single,705,7,High Networth,Telephone,Low,2,Detach,23,Steel,Medium,5,Manchester,South,94353,1472,756,375,30533.32901414178,Auto,28,1472,50,57,80
1473,Mr. Ryan Rich,"88014 Kirsten Square Suite 684, Jonathanfort, IN 38736",Doctor,Other,41,Widowed,501,6,Individual,Email,Medium,2,Flat,50,Wood,Medium,6,London,North,47257,1473,502,196,4101.044498004178,Home,18,1473,74,37,88
1474,Diane Carter,"PSC 4794, Box 8058, APO AP 65609",Teacher,Other,68,Divorced,418,4,High Networth,Telephone,Medium,2,Flat,45,Brick,Medium,2,Birmingham,Central,20754,1474,835,1080,7395.549025706894,Health,26,1474,42,28,22
1475,Wayne Blackwell,"01000 Shepherd Prairie, Knoxborough, UT 44556",Lawyer,Other,28,Widowed,365,3,High Networth,Mail,Medium,1,Flat,26,Wood,Medium,7,Liverpool,South,47331,1475,994,323,15625.817601502542,Life,17,1475,40,51,55
1476,Danielle Brown,"8786 Hicks Brooks, Greenville, NH 95791",Doctor,Male,52,Divorced,812,4,High Networth,Email,Low,2,Terrace,18,Brick,Large,4,Leeds,East,74679,1476,920,690,33669.250103139464,Home,23,1476,63,47,2
1477,Richard Martinez,"3527 Jimenez Well Suite 312, Anthonyville, MI 26064",Doctor,Other,24,Married,540,3,Individual,Mail,Low,2,Single,10,Brick,Medium,6,Liverpool,West,75376,1477,669,436,10977.518374509998,Health,19,1477,32,62,1
1478,Kristen Lee,"149 Nunez Lakes, Patrickshire, FL 35013",Artist,Female,30,Single,658,3,Individual,In Person,Medium,2,Terrace,6,Concrete,Small,3,Manchester,Central,12238,1478,207,664,13002.90414380058,Health,19,1478,97,46,3
1479,Zachary Long,"2772 Stark Ramp, Villaville, MO 23747",Engineer,Male,69,Widowed,826,5,Business,In Person,Low,4,Detach,28,Concrete,Medium,9,London,East,87584,1479,816,400,35945.32675196596,Health,21,1479,45,33,98
1480,Darrell Gomez,"841 Mullins Trafficway Apt. 497, West Jessica, KS 73708",Lawyer,Female,18,Married,612,1,Individual,Telephone,Medium,3,Single,10,Steel,Small,6,Manchester,Central,31927,1480,277,883,10701.51948126893,Travel,2,1480,31,49,71
1481,Amy Love,"3488 Boone Junction, Port Mariaside, KY 14770",Engineer,Female,48,Widowed,541,1,Family,Telephone,Medium,1,Detach,14,Brick,Small,8,Sheffield,North,29845,1481,800,907,32689.462211353573,Travel,26,1481,53,3,38
1482,Seth Williams,"227 Lewis View Apt. 239, New James, PW 25335",Teacher,Male,57,Widowed,712,1,Family,Mail,Medium,1,Terrace,32,Brick,Large,7,Leeds,East,04334,1482,444,857,44718.684703956824,Home,4,1482,46,41,81
1483,Katie Hill,"USNV Chambers, FPO AA 17159",Artist,Male,19,Divorced,379,9,Business,Email,Low,4,Flat,30,Brick,Large,1,Manchester,East,98118,1483,150,576,40076.64717643878,Travel,25,1483,30,58,9
1484,Gina Dennis,"969 Jackson Path, West Jamesland, LA 82306",Engineer,Other,27,Married,684,4,High Networth,Mail,High,4,Terrace,20,Brick,Large,5,Birmingham,East,85942,1484,854,991,25071.29454546181,Life,27,1484,12,28,67
1485,Timothy Stevenson,"488 John Neck Suite 122, South Crystal, MP 16545",Doctor,Other,68,Divorced,593,5,Family,Telephone,Medium,3,Detach,27,Brick,Medium,7,Sheffield,West,30003,1485,424,583,1060.4360402765528,Health,29,1485,22,6,78
1486,Barbara Perkins,"06338 Wheeler Cliff Suite 527, Bennettburgh, ID 08430",Teacher,Female,18,Single,349,3,High Networth,Mail,Medium,3,Single,8,Wood,Small,1,Bradford,West,31543,1486,802,528,48330.704001420025,Home,5,1486,8,29,16
1487,James Skinner,"57527 Edwin Parks Apt. 136, Powellburgh, FL 86883",Engineer,Male,64,Widowed,635,3,Family,Telephone,Low,1,Single,11,Brick,Small,5,Birmingham,East,17094,1487,415,146,14295.471786467524,Auto,15,1487,15,64,75
1488,Robert Oconnell,"025 Juan Field Apt. 481, Garciaport, NV 79861",Doctor,Other,30,Single,531,10,Family,Mail,Low,3,Terrace,26,Concrete,Large,3,Manchester,South,37731,1488,529,739,28107.135458565484,Life,4,1488,95,8,59
1489,David Long,"3263 Wallace Ridge Suite 872, West Mitchellfurt, NH 41026",Teacher,Male,51,Married,367,7,Family,In Person,Low,1,Flat,6,Brick,Small,3,Leeds,South,71075,1489,834,164,21591.987471196404,Travel,17,1489,47,16,87
1490,Stacey Lara,"982 Jennifer Dale, Lake Joel, MP 23009",Engineer,Female,30,Single,776,2,Individual,Mail,High,2,Flat,27,Wood,Small,7,Manchester,South,89474,1490,465,57,3321.9410959567385,Health,19,1490,61,40,39
1491,Lauren Kennedy,"656 Jennifer Burgs Suite 747, New Kennethtown, OK 04018",Lawyer,Male,41,Widowed,634,4,Family,Email,Low,3,Single,43,Wood,Medium,1,Manchester,West,17615,1491,379,482,14568.939291153763,Auto,15,1491,70,65,96
1492,Christopher Hancock,"94863 Nicole Groves Suite 524, West Brett, UT 52159",Engineer,Male,49,Married,488,2,High Networth,In Person,Low,3,Terrace,49,Brick,Large,4,Edinburgh,West,73638,1492,773,81,47738.944570350475,Life,5,1492,88,8,9
1493,Mary Kelley,"706 Jennifer Road, New Corey, DC 94584",Artist,Male,19,Widowed,631,5,Business,Telephone,High,3,Terrace,25,Concrete,Medium,5,Edinburgh,North,37863,1493,963,1049,25738.419915795766,Travel,24,1493,59,36,29
1494,Yvette Arnold,"24879 Wright Fall Apt. 930, North David, ME 40078",Engineer,Female,48,Widowed,463,4,Individual,Telephone,Low,2,Single,39,Concrete,Small,7,Bradford,Central,36382,1494,708,617,48223.81665572042,Life,20,1494,32,95,98
1495,Lindsey Cain,"PSC 3087, Box 7950, APO AA 65550",Lawyer,Female,59,Widowed,655,8,Family,Email,Medium,4,Single,5,Concrete,Medium,8,Liverpool,North,10542,1495,539,997,44718.203859560665,Health,24,1495,30,31,18
1496,Samuel Klein,"27004 Bowers Junctions, Michaelton, VT 66005",Teacher,Other,28,Widowed,433,2,High Networth,Mail,High,4,Single,4,Brick,Medium,1,London,East,31255,1496,458,739,45569.15131716161,Auto,12,1496,90,42,98
1497,Stacy Gonzalez,"4445 Clarke Freeway Apt. 188, Port Stacy, DE 77637",Doctor,Other,38,Single,413,10,Family,Mail,High,4,Detach,46,Steel,Large,7,Manchester,West,13681,1497,800,500,41915.25810904099,Life,23,1497,16,57,24
1498,Lynn Padilla,"554 Ross Viaduct, Ramirezburgh, KS 98732",Engineer,Other,22,Divorced,846,8,Family,Email,Low,4,Flat,11,Steel,Medium,2,Manchester,East,58191,1498,223,943,35614.116532311346,Home,14,1498,85,23,58
1499,Luis Johns,"84396 Edwards Trace, North Josephfurt, HI 03602",Engineer,Male,22,Single,784,2,Individual,Mail,High,1,Single,10,Brick,Medium,10,Edinburgh,East,94041,1499,699,584,4169.995297302166,Health,28,1499,84,9,22
1500,Natalie Gregory,"1223 Fields Plains, Quinntown, MT 49011",Engineer,Other,39,Widowed,410,1,Individual,Email,High,1,Flat,28,Steel,Large,5,Manchester,West,45350,1500,590,245,43514.31102267813,Auto,19,1500,54,10,38
1501,Alexander Holland,"USCGC Roy, FPO AE 80231",Engineer,Other,21,Divorced,627,7,High Networth,Mail,Medium,3,Single,42,Steel,Medium,2,Sheffield,South,54299,1501,629,422,32284.350889568945,Health,10,1501,92,21,56
1502,Leah Johnson,"4593 Andre Hollow, Scottbury, SD 12960",Artist,Male,29,Widowed,727,5,High Networth,Email,High,1,Detach,7,Steel,Medium,3,Sheffield,West,94134,1502,828,396,8192.627892986751,Auto,19,1502,3,9,75
1503,Gregory Carrillo,"1682 Laurie Valleys, East Aliciaside, CT 38919",Engineer,Other,59,Divorced,636,10,Business,In Person,Medium,3,Single,40,Steel,Medium,8,London,East,59261,1503,866,803,9874.787703246606,Health,14,1503,66,40,43
1504,Claire Duran,"010 Johnson Throughway, Muellerborough, PW 65894",Lawyer,Female,68,Divorced,425,3,Individual,Email,High,4,Single,1,Steel,Large,2,Liverpool,Central,77353,1504,808,734,11637.268594523253,Health,8,1504,27,2,78
1505,Brenda Martin,"763 Nicole Prairie, Weissstad, CO 31036",Artist,Other,70,Married,314,3,Business,Mail,Low,1,Terrace,40,Concrete,Medium,6,Edinburgh,Central,59400,1505,897,664,31380.929813434243,Health,8,1505,84,46,46
1506,Taylor Martin,"673 Sarah Squares, Port Erichaven, AR 93205",Doctor,Other,46,Single,397,5,Business,In Person,Low,1,Single,34,Steel,Small,10,Manchester,North,61282,1506,103,420,20797.37264041915,Health,9,1506,60,35,56
1507,Stacey Armstrong,"Unit 7344 Box 9153, DPO AP 13716",Artist,Male,22,Single,449,8,Business,In Person,Medium,2,Terrace,8,Steel,Medium,1,Manchester,Central,05098,1507,881,479,13690.550963229798,Health,9,1507,56,41,22
1508,Jennifer Warner,"753 Mark Road, Hunterstad, NY 92878",Doctor,Male,20,Married,481,6,Business,Email,Low,2,Single,16,Steel,Medium,8,Bradford,North,29438,1508,140,562,43175.623897520134,Life,18,1508,62,14,44
1509,Mary Gross,"8860 Sullivan Meadow Apt. 994, Lake Rhonda, ME 85612",Engineer,Male,54,Single,502,5,High Networth,In Person,High,4,Flat,18,Brick,Medium,6,Manchester,North,14639,1509,422,812,39700.688899187444,Life,3,1509,56,99,85
1510,Bob Butler,"USNV Anderson, FPO AA 16206",Teacher,Male,41,Widowed,367,5,Family,In Person,Medium,2,Single,10,Wood,Medium,6,Leeds,Central,06852,1510,763,3,779.0359432288345,Travel,10,1510,53,49,52
1511,Connor Morris,"76287 Hannah Squares, Alexandriahaven, ME 67035",Lawyer,Other,18,Divorced,313,6,Business,Email,High,4,Flat,34,Brick,Large,7,Sheffield,Central,07681,1511,716,689,4998.043442473343,Home,26,1511,98,42,18
1512,Joshua Pierce,"50588 Rebecca Land Apt. 796, East Steven, WI 71909",Engineer,Male,30,Widowed,738,2,High Networth,Telephone,Low,4,Flat,39,Brick,Medium,5,Leeds,North,94818,1512,754,347,44164.22857255202,Health,30,1512,17,12,61
1513,Jenny Salas,"45187 Heather Center Apt. 136, West Teresaland, MN 51114",Engineer,Male,46,Single,505,7,Individual,In Person,Low,2,Single,22,Brick,Small,10,Birmingham,Central,13635,1513,926,265,26429.569586041376,Travel,7,1513,37,74,42
1514,Justin Sherman,"206 Craig Haven Apt. 225, Annaville, UT 32379",Doctor,Other,48,Widowed,357,4,Family,Email,Medium,1,Single,50,Wood,Small,4,Manchester,East,72343,1514,289,1028,29437.835569041043,Health,19,1514,73,79,41
1515,Eric Dixon,"282 Dennis Causeway, Lake Brandon, ID 01898",Teacher,Other,62,Married,508,3,Individual,Telephone,Low,4,Detach,32,Concrete,Medium,8,Leeds,North,74613,1515,753,486,8917.399704870226,Home,8,1515,11,60,69
1516,Jeffrey Harris,"Unit 7229 Box 8260, DPO AE 88611",Teacher,Other,60,Married,485,7,High Networth,Mail,High,3,Terrace,44,Brick,Small,4,Manchester,South,95410,1516,629,840,16834.563006861856,Travel,19,1516,58,53,97
1517,Ms. Christy Wilkins MD,"USNS Martinez, FPO AE 28484",Lawyer,Other,25,Married,692,3,High Networth,Telephone,Medium,3,Flat,3,Concrete,Large,9,Liverpool,West,23910,1517,570,487,34519.41212835365,Life,14,1517,100,35,34
1518,Matthew Potter,"105 Michelle Meadow Suite 500, Ramosfurt, OK 98192",Artist,Female,59,Widowed,679,9,Business,Email,Low,4,Terrace,28,Wood,Large,6,Glasgow,West,36760,1518,506,21,39991.90959009515,Health,30,1518,33,68,33
1519,Tabitha Dickerson,"559 Ricky Shores Suite 644, Lake Andrew, KS 07393",Lawyer,Female,66,Divorced,423,6,Business,In Person,High,1,Terrace,38,Steel,Large,8,Sheffield,South,35215,1519,571,506,26894.178919007212,Home,12,1519,88,8,90
1520,Miguel Hernandez,"66171 Montgomery Port Suite 716, East Kimberly, MH 35284",Teacher,Female,53,Widowed,569,9,High Networth,Email,Medium,2,Flat,43,Steel,Small,9,Bradford,Central,85792,1520,170,39,2249.931457973559,Health,20,1520,56,38,70
1521,Joshua Rivera,"692 Gary Villages Apt. 943, Olsonland, LA 63717",Doctor,Female,65,Divorced,372,2,Individual,Telephone,Low,4,Flat,27,Steel,Large,10,London,West,50820,1521,909,913,7127.986226490512,Home,9,1521,25,79,62
1522,Margaret Garcia,"348 Campbell Fields Suite 503, Jorgeside, NV 54019",Lawyer,Male,69,Single,787,9,Family,Email,High,1,Terrace,21,Concrete,Small,4,Edinburgh,North,20381,1522,626,635,14825.235170520677,Health,15,1522,47,31,27
1523,Chad Smith,"16726 Martin Crest Suite 658, Patriciaville, AK 33665",Teacher,Male,36,Divorced,357,2,High Networth,Telephone,High,3,Terrace,32,Steel,Large,2,Glasgow,West,81630,1523,524,49,42738.80854928821,Life,26,1523,85,73,24
1524,William Spears,"48775 Bryce Route Apt. 655, East George, MD 81149",Artist,Other,36,Widowed,369,8,High Networth,Mail,Low,2,Single,31,Concrete,Small,5,Leeds,East,66606,1524,438,685,3394.67401508805,Life,9,1524,39,44,39
1525,John Wright,"15860 Antonio Square Apt. 731, Jamiefurt, VI 76313",Artist,Other,39,Single,628,10,Business,Mail,High,2,Detach,17,Brick,Large,10,Birmingham,South,11672,1525,884,448,45549.5017764666,Health,9,1525,52,53,34
1526,Eric Hardin,"0386 Wu Row, Port Michaeltown, MN 23563",Artist,Other,62,Widowed,623,1,Family,Telephone,Medium,3,Terrace,17,Concrete,Medium,8,Sheffield,Central,85980,1526,893,715,35620.536124434744,Life,20,1526,51,45,14
1527,Sally Smith,"3638 Ryan Turnpike Suite 464, Katherinemouth, MH 03910",Doctor,Male,29,Married,396,6,High Networth,Email,Medium,2,Detach,50,Brick,Medium,1,Leeds,Central,31607,1527,403,852,39713.31168594067,Health,12,1527,84,58,36
1528,Julie Copeland,"227 Tammy Ways Apt. 112, Turnerhaven, AR 06994",Engineer,Other,70,Single,568,7,Individual,Mail,Low,3,Terrace,33,Concrete,Small,3,Birmingham,South,51530,1528,820,127,30411.422475645744,Health,12,1528,8,22,21
1529,Jerry Johnson,"31054 Daniels Mews, Danielburgh, GA 84812",Lawyer,Male,56,Widowed,636,7,High Networth,Telephone,Low,4,Flat,16,Brick,Large,7,Glasgow,West,69132,1529,635,770,9103.174366491012,Travel,24,1529,83,57,97
1530,Kevin Burgess DDS,"44549 Carrie Shore, East Chadmouth, NM 02823",Engineer,Male,50,Divorced,320,6,Individual,Mail,Medium,2,Single,9,Steel,Small,10,Liverpool,North,24015,1530,288,967,26851.971663480526,Health,9,1530,75,15,30
1531,Melanie Smith,"26057 Bennett Locks, Lake Kenneth, OK 84685",Doctor,Male,67,Widowed,373,5,Individual,Telephone,High,4,Detach,32,Concrete,Medium,6,Edinburgh,Central,31004,1531,694,379,42070.64986040951,Life,9,1531,7,24,56
1532,April Bean,"13659 Rose Harbor Suite 571, Port Jenniferberg, DE 59428",Teacher,Other,27,Widowed,392,9,Business,Mail,Low,3,Detach,16,Steel,Small,4,Bradford,Central,36606,1532,485,101,8312.434905860015,Life,1,1532,95,17,45
1533,Gloria Graham,"309 Johnson Center Apt. 933, New Erikahaven, UT 37018",Engineer,Male,35,Divorced,776,10,Business,Mail,High,4,Terrace,40,Concrete,Large,5,London,North,72114,1533,131,187,37715.38393691687,Life,1,1533,56,11,52
1534,Kathleen Briggs,"67918 Allison Heights Suite 368, Shannonstad, AZ 54758",Engineer,Female,20,Widowed,488,10,High Networth,In Person,Low,4,Terrace,18,Wood,Large,5,Edinburgh,South,24030,1534,249,27,8100.498862076927,Health,15,1534,47,33,35
1535,Stephen Stephens,"865 Padilla Plaza, North Carolinefurt, NV 21285",Engineer,Male,55,Single,649,9,Individual,Telephone,Low,4,Detach,8,Steel,Medium,8,London,Central,57275,1535,849,362,4490.529904167265,Travel,3,1535,81,87,68
1536,Amanda Swanson,"19921 Alyssa Port, Jensentown, NH 07107",Teacher,Female,70,Married,694,4,High Networth,Email,Low,1,Terrace,3,Brick,Small,10,Manchester,West,75185,1536,101,449,45629.96937545233,Auto,30,1536,48,47,63
1537,Charles Patterson,"209 Kari Cliffs Suite 257, New Jennifer, UT 84073",Artist,Female,32,Widowed,569,3,High Networth,Telephone,High,4,Terrace,8,Wood,Medium,10,Manchester,West,56610,1537,186,737,46768.29010714969,Auto,28,1537,72,100,34
1538,Danny Benson,"773 Ochoa Rest, West Elizabethfort, LA 59449",Engineer,Female,44,Widowed,777,10,High Networth,In Person,High,2,Flat,20,Steel,Large,5,Leeds,Central,50530,1538,847,5,11197.329099261313,Health,21,1538,60,83,19
1539,Michael Atkinson,"05286 Lori Wells Apt. 144, Marshallberg, MD 23760",Doctor,Male,20,Widowed,410,6,Individual,In Person,High,1,Flat,42,Concrete,Small,6,Glasgow,Central,01473,1539,902,322,22759.884336377752,Home,6,1539,2,3,56
1540,Wesley Gray,"13070 Rhodes Lake, Lake Travis, HI 56634",Artist,Female,62,Widowed,813,5,High Networth,Email,High,4,Detach,28,Steel,Medium,3,Edinburgh,North,03083,1540,569,652,14554.643306326087,Auto,26,1540,14,91,40
1541,Donna Trevino,"184 Vincent View Apt. 307, North Elizabeth, MO 62991",Doctor,Other,67,Widowed,841,9,Individual,In Person,High,2,Single,18,Concrete,Small,9,London,South,05826,1541,731,232,14691.365065447128,Life,27,1541,36,46,56
1542,Patrick Obrien,"505 Warner Flat Suite 344, Port Bonniechester, OR 43858",Artist,Male,28,Divorced,569,1,High Networth,Email,Medium,2,Single,38,Steel,Small,4,Bradford,North,45996,1542,223,673,22999.424539209573,Health,26,1542,63,76,42
1543,Daniel Herrera,"USNV Gutierrez, FPO AE 21799",Engineer,Male,60,Divorced,389,8,Individual,Telephone,Low,2,Terrace,42,Concrete,Medium,2,Manchester,South,42486,1543,947,350,14411.453242480533,Life,1,1543,92,88,98
1544,Randall Woods,"6521 Barker Ranch, Michaelborough, DE 10982",Lawyer,Female,35,Single,545,5,High Networth,In Person,High,4,Terrace,11,Concrete,Small,7,Liverpool,East,57269,1544,745,74,43154.22003994745,Home,1,1544,98,77,89
1545,Courtney Hernandez,"7378 Rivera Ports, Jenniferfort, MO 19684",Artist,Male,34,Widowed,353,8,Business,Telephone,Medium,2,Single,29,Wood,Large,3,Sheffield,West,66735,1545,223,345,27160.718817079985,Home,19,1545,32,27,15
1546,Russell Morse,"5220 Le Groves Suite 194, North Jessica, AK 16397",Engineer,Male,29,Married,341,9,Family,Email,High,3,Terrace,2,Steel,Medium,10,Leeds,Central,31340,1546,188,509,19389.925825452156,Home,20,1546,14,80,55
1547,Scott Stephens,"2658 Larry Greens Suite 443, Dennistown, VT 71717",Engineer,Female,24,Divorced,779,7,Family,Mail,Medium,2,Flat,45,Wood,Large,9,London,Central,61769,1547,902,79,49972.17043080302,Travel,23,1547,12,43,100
1548,Jessica Reed,"293 Brenda Harbors, West Kristen, VA 23156",Teacher,Other,39,Married,331,4,High Networth,Email,High,2,Flat,48,Steel,Small,2,Bradford,East,21026,1548,116,1018,16733.192512319256,Health,7,1548,39,3,3
1549,Ralph Rubio,"415 Tracy Glen Apt. 730, Anthonyfurt, OK 13029",Engineer,Male,36,Married,572,9,Individual,Mail,High,3,Flat,15,Concrete,Large,8,Edinburgh,Central,96737,1549,946,943,27908.605039327256,Life,7,1549,26,73,45
1550,Sandra Bryant,"59793 Austin Way Suite 640, West Kevinmouth, NV 91218",Lawyer,Other,29,Single,758,2,High Networth,In Person,Medium,4,Flat,15,Wood,Small,3,London,North,76271,1550,421,192,11123.651737013659,Home,27,1550,62,39,94
1551,Patrick Knox,"6897 Griffin Shoals Apt. 600, New Emilyburgh, MD 25285",Lawyer,Female,37,Divorced,627,7,Family,In Person,Medium,1,Detach,15,Wood,Small,9,Bradford,West,10380,1551,952,129,30753.030558344442,Auto,1,1551,23,80,94
1552,Terry Gould,"06846 Denise Highway Suite 216, Port Brandonberg, WY 33099",Artist,Female,49,Single,451,10,Family,Mail,Medium,2,Single,46,Steel,Large,1,Sheffield,South,77303,1552,506,1049,49441.0880190773,Health,27,1552,6,37,32
1553,Brittany Oconnor,"663 Chad Forge Suite 743, North Carolside, VT 26569",Engineer,Other,26,Single,666,5,Individual,Email,Medium,1,Terrace,19,Steel,Large,10,Birmingham,South,68350,1553,223,867,39629.86321254916,Auto,30,1553,81,100,5
1554,Kevin Escobar,"43241 Diaz Court, Port Jeremychester, NH 09654",Artist,Male,63,Married,357,4,Business,In Person,Low,1,Flat,5,Concrete,Medium,2,Birmingham,East,88937,1554,769,485,40627.29547938246,Travel,7,1554,75,87,64
1555,Dr. Charlotte Boyd,"46266 Samantha Landing Apt. 740, Timothystad, RI 01246",Teacher,Female,64,Divorced,743,3,Family,In Person,Medium,3,Single,11,Concrete,Medium,4,Glasgow,South,45117,1555,484,543,27737.013716430607,Auto,22,1555,20,38,32
1556,Derek Phillips,"99349 Petty Circle Suite 045, South Jacqueline, OR 54217",Artist,Male,54,Single,316,6,Family,In Person,Low,3,Flat,40,Concrete,Large,10,Manchester,South,71600,1556,232,598,36474.440727692636,Travel,10,1556,74,30,63
1557,David Hernandez,"976 Castro Route, Baileyfurt, DE 10473",Engineer,Female,69,Widowed,583,5,Family,Email,High,3,Detach,19,Wood,Small,4,Liverpool,North,98181,1557,157,456,38613.60700519875,Travel,30,1557,84,44,81
1558,Linda Peterson,"9593 Smith Manors Apt. 165, Davidborough, TX 73773",Lawyer,Male,60,Single,457,2,Business,Telephone,Medium,2,Detach,48,Wood,Large,2,London,West,30020,1558,524,681,40709.63463065083,Health,20,1558,23,63,7
1559,Alexander Holland,"57604 Torres Light Suite 517, Davidtown, KS 16496",Artist,Male,19,Widowed,610,4,Individual,Mail,Low,2,Single,27,Steel,Large,3,Leeds,West,96985,1559,377,115,12950.734597840925,Health,19,1559,83,40,42
1560,Andrew Scott,"611 Shelby Meadows Suite 412, Parkerborough, SD 31442",Lawyer,Female,58,Widowed,374,6,Business,In Person,Low,1,Flat,38,Brick,Medium,2,Liverpool,East,90111,1560,855,205,9375.047497865045,Travel,8,1560,9,66,81
